id;tipoEquipamiento;postalCode;latitud;longitud
4566;panaderias--pastelerias;50001;41.66095128;-0.86364353
4567;muebles;50001;41.66095585;-0.898634866
4568;empresas;50014;41.66095806;-0.863074022
4569;mercerias;50001;41.6609603;-0.864413925
4570;piscinas-cubiertas;50003;41.66096031;-0.901060305
4571;hogar-y-decoracion;50014;41.66096288;-0.863962376
4572;cuadros--artesania--otros-articulos-del-hogar;50001;41.66096288;-0.863962376
4573;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.6609645;-0.897975944
4574;cristalerias--carpinterias--puertas--persianas...;50001;41.66097792;-0.894638227
4575;tiendas-alimentacion;50001;41.66098394;-0.865743632
4576;salud-y-bienestar;50003;41.66098783;-0.898985004
4577;arquitectura;50014;41.66100974;-0.864845017
4578;calzados--complementos--maletas;50003;41.66102959;-0.901366716
4579;otros-productos;50014;41.66103053;-0.862791426
4580;moda-mujer--hombre--infantil;50001;41.66103053;-0.862791426
4581;fruterias--verdulerias;50001;41.6610323;-0.902554921
4582;panaderias--pastelerias;50001;41.66104445;-0.900174577
4583;ocio-y-cultura;50014;41.66105231;-0.863405388
4584;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.66105231;-0.863405388
4585;opticas--centros-auditivos--ortopedias;50001;41.66105803;-0.87220544
4586;ferreterias--iluminacion--decoracion;50001;41.6610786;-0.874239533
4587;material-construccion--saneamiento...;50001;41.66108181;-0.864647108
4588;estancos;50001;41.66108328;-0.874648207
4589;alimentacion;50003;41.66108503;-0.896265725
4590;panaderias--pastelerias;50001;41.66108924;-0.86259756
4591;moda-mujer--hombre--infantil;50001;41.66109044;-0.90212847
4592;tienda-erotica;50001;41.66109217;-0.897673694
4593;supermercados-grandes;50001;41.66109363;-0.864062661
4594;moda-mujer--hombre--infantil;50001;41.66109365;-0.877370344
4595;panaderias--pastelerias;50001;41.66110896;-0.898915247
4596;perfumeria-cosmetica;50001;41.66110942;-0.896244994
4597;moda-mujer--hombre--infantil;50001;41.6611177;-0.896574405
4598;bazares;50001;41.66115281;-0.863167263
4599;centros-de-salud;50014;41.66115304;-0.859205803
4600;bazares;50001;41.66116049;-0.900757986
4601;centros-educativos;50011;41.66117242;-0.927737843
4602;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.66117868;-0.895233155
4603;alimentacion;50003;41.661194;-0.902818338
4604;tiendas-alimentacion;50003;41.661194;-0.902818338
4605;cuadros--artesania--otros-articulos-del-hogar;50001;41.66119928;-0.873534163
4606;hogar-y-decoracion;50003;41.6612206;-0.8990119
4607;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.6612206;-0.8990119
4608;pescaderias;50001;41.66124572;-0.87515702
4609;fruterias--verdulerias;50001;41.66124815;-0.874763004
4610;moda-mujer--hombre--infantil;50001;41.66124884;-0.860175217
4611;fruterias--verdulerias;50001;41.66125131;-0.898809729
4612;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.66125196;-0.898431745
4613;carnicerias--charcuterias;50001;41.66127999;-0.862867962
4614;moda-y-complementos;50003;41.66128749;-0.896368664
4615;educacion-primaria;50003;41.66129486;-0.909346619
4616;farmacias;50015;41.66130895;-0.876608301
4617;libreria;50003;41.66131824;-0.898219768
4618;moda-y-complementos;50003;41.66132006;-0.898939365
4619;mercerias;50001;41.66132006;-0.898939365
4620;campos-de-futbol;50003;41.66136395;-0.89397084
4621;joyerias--relojerias--bisuteria;50001;41.66136727;-0.875131041
4622;muebles;50001;41.66137883;-0.864791859
4623;residencias;50011;41.66138023;-0.959910363
4624;tiendas-alimentacion;50001;41.66138872;-0.858586548
4625;librerias--papelerias--quioscos-y-prensa;50001;41.661393;-0.873455722
4626;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50003;41.66139816;-0.896387517
4627;herboristerias--dieteticas;50001;41.661409;-0.896738105
4628;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.66141294;-0.89888662
4629;muebles;50001;41.66143217;-0.879420902
4630;formacion-profesional;50003;41.66143468;-0.903953784
4631;antenas-en-centros-educativos-y-juveniles;50003;41.66143468;-0.903953784
4632;panaderias--pastelerias;50015;41.66144586;-0.875372384
4633;moda-y-complementos;50014;41.66145174;-0.862872607
4634;alimentacion;50001;41.66145174;-0.862872607
4635;fruterias--verdulerias;50001;41.6614535;-0.875396033
4636;herboristerias--dieteticas;50001;41.6614598;-0.903159447
4637;salud-y-bienestar;50014;41.66146337;-0.859150837
4638;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.66146337;-0.859150837
4639;carnicerias--charcuterias;50001;41.66146477;-0.864158717
4640;ferreterias--iluminacion--decoracion;50001;41.66146898;-0.858210487
4641;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50015;41.6615173;-0.87650789
4642;farmacias;50003;41.66151946;-0.906177027
4643;juguetes--articulos-deporte;50001;41.66151956;-0.898639702
4644;carnicerias--charcuterias;50001;41.66153136;-0.872723101
4645;hogar-y-decoracion;50003;41.66154166;-0.897392071
4646;librerias--papelerias--quioscos-y-prensa;50001;41.66154166;-0.897392071
4647;tiendas-alimentacion;50001;41.66155456;-0.85780122
4648;moda-mujer--hombre--infantil;50001;41.66156292;-0.859678872
4649;estancos;50001;41.6615631;-0.903465238
4650;ferreterias--iluminacion--decoracion;50001;41.66156794;-0.879383896
4651;panaderias--pastelerias;50001;41.66157457;-0.86392701
4652;educacion-para-adultos;50001;41.66158984;-0.858558019
4653;panaderias--pastelerias;50001;41.66158984;-0.858558019
4654;alimentacion;50015;41.66159895;-0.873469117
4655;ferreterias--iluminacion--decoracion;50001;41.66163047;-0.903672392
4656;textil-hogar;50001;41.66163092;-0.897539774
4657;pescaderias;50001;41.6616329;-0.857433628
4658;carnicerias--charcuterias;50001;41.66164023;-0.875669731
4659;fruterias--verdulerias;50001;41.66164412;-0.898408293
4660;bazares;50001;41.661659;-0.86448582
4661;muebles;50001;41.66167694;-0.863043988
4662;centros-de-dia-s.-sociales;50014;41.66169312;-0.858069017
4663;recambios-automovil-y-accesorios;50001;41.66169925;-0.866263218
4664;otros-productos;50001;41.66170891;-0.896713324
4665;otros-productos;50001;41.66171026;-0.856960497
4666;oficinas-de-registro-municipales;50003;41.66172228;-0.901194435
4667;residencias;50003;41.66172931;-0.895639174
4668;segunda-mano;50001;41.66173514;-0.902198925
4669;centros-documentacion;50018;41.66174132;-0.888649954
4670;parques-y-jardines;50015;41.66174149;-0.885962511
4671;calzados--complementos--maletas;50001;41.66175436;-0.898260701
4672;antenas-en-la-universidad-de-zaragoza;50018;41.66175562;-0.884255377
4673;salud-y-bienestar;50014;41.66176164;-0.863868817
4674;herboristerias--dieteticas;50001;41.66176164;-0.863868817
4675;calzados--complementos--maletas;50001;41.66176204;-0.862705002
4676;residencias;50015;41.66176655;-0.873527012
4677;fruterias--verdulerias;50001;41.66177095;-0.863459677
4678;panaderias--pastelerias;50001;41.66177136;-0.857700828
4679;supermercados-grandes;50001;41.66179789;-0.903069801
4680;tiendas-alimentacion;50001;41.66180216;-0.857555682
4681;bazares;50001;41.66180632;-0.896814281
4682;calzados--complementos--maletas;50001;41.66183547;-0.874340126
4683;pescaderias;50001;41.66184034;-0.862517812
4684;centros-civicos;50015;41.66185377;-0.875976416
4685;zona-joven;50015;41.66185377;-0.875976416
4686;cuadros--artesania--otros-articulos-del-hogar;50001;41.66185501;-0.903243538
4687;supermercados-grandes;50001;41.66185937;-0.899057895
4688;joyerias--relojerias--bisuteria;50001;41.66187291;-0.859451451
4689;carnicerias--charcuterias;50001;41.66191105;-0.897993774
4690;transporte;50003;41.66193121;-0.905760606
4691;espacios-de-ocio-adheridos-al-protocolo-contra-agresiones-sexistas;50015;41.66194109;-0.875604105
4692;farmacias;50015;41.66196836;-0.873195125
4693;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50003;41.66197541;-0.901640442
4694;centros-de-salud;50015;41.66198152;-0.877741825
4695;panaderias--pastelerias;50001;41.661993;-0.865926589
4696;hogar-y-decoracion;50015;41.66199404;-0.872436905
4697;alimentacion;50003;41.66201432;-0.897298373
4698;productos-ecologicos;50003;41.66201432;-0.897298373
4699;carnicerias--charcuterias;50001;41.66202611;-0.898301339
4700;centros-de-tiempo-libre;50003;41.66204021;-0.901174854
4701;zona-joven;50003;41.66204021;-0.901174854
4702;pescaderias;50001;41.66204648;-0.8755807
4703;pescaderias;50001;41.66204788;-0.897901644
4704;panaderias--pastelerias;50001;41.66206535;-0.86868695
4705;salud-y-bienestar;50014;41.66207266;-0.869813645
4706;farmacias;50014;41.66207266;-0.869813645
4707;ocio-y-cultura;50003;41.66210747;-0.899317176
4708;librerias--papelerias--quioscos-y-prensa;50001;41.66210747;-0.899317176
4709;centros-de-salud;50014;41.66212354;-0.900038
4710;transporte;50015;41.66214358;-0.879971398
4711;bazares;50001;41.662154;-0.863421181
4712;otros-productos;50014;41.6621613;-0.86013285
4713;librerias--papelerias--quioscos-y-prensa;50001;41.66216748;-0.862906449
4714;supermercados-grandes;50001;41.66216763;-0.874296764
4715;centros-municipales-de-servicios-sociales;50014;41.66220546;-0.858858763
4716;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50014;41.66220546;-0.858858763
4717;centros-sociolaborales;50014;41.66222471;-0.864491613
4718;ocio-y-cultura;50015;41.66222473;-0.873693642
4719;farmacias;50003;41.66225457;-0.90329458
4720;muebles;50001;41.66226837;-0.899304615
4721;centros-educativos;50015;41.662275;-0.875440827
4722;educacion-secundaria;50018;41.66228185;-0.882715451
4723;juguetes--articulos-deporte;50001;41.66228698;-0.896951519
4724;fruterias--verdulerias;50001;41.66229907;-0.863536005
4725;farmacias;50014;41.66229908;-0.864345148
4726;papeleria-y-libreria;50015;41.66233452;-0.874933829
4727;droguerias;50001;41.66235323;-0.897406361
4728;supermercados-grandes;50001;41.66235351;-0.863286429
4729;alimentacion;50014;41.66235868;-0.864203495
4730;fruterias--verdulerias;50001;41.66236914;-0.862427645
4731;pescaderias;50001;41.66237741;-0.860579923
4732;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.66238858;-0.897055104
4733;panaderias--pastelerias;50001;41.66240187;-0.904649144
4734;hogar-y-decoracion;50003;41.66244235;-0.90503637
4735;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.66244235;-0.90503637
4736;salas-de-exposiciones;50018;41.66245268;-0.884106548
4737;centros-educativos;50003;41.66251986;-0.900394435
4738;salud-y-bienestar;50003;41.66253551;-0.901718806
4739;centros-de-salud;50018;41.66254629;-0.884885485
4740;parques-y-jardines;50003;41.66255222;-0.894120891
4741;oficinas-de-correos;50014;41.66256469;-0.861964413
4742;banos-publicos;50015;41.66256899;-0.878398589
4743;perfumeria-cosmetica;50001;41.66257571;-0.86572273
4744;farmacias;50018;41.66260034;-0.886202108
4745;farmacias;50003;41.66263672;-0.897758647
4746;policia-nacional;50015;41.66265658;-0.873153121
4747;material-construccion--saneamiento...;50001;41.66268806;-0.897060604
4748;musica;50014;41.6627047;-0.857440102
4749;carnicerias--charcuterias;50001;41.66271489;-0.863356742
4750;muebles;50001;41.66272223;-0.865828864
4751;material-construccion--saneamiento...;50001;41.66274932;-0.89746985
4752;fruterias--verdulerias;50001;41.6628071;-0.860903423
4753;centros-educativos;50003;41.66283139;-0.895838785
4754;zona-joven--ies-;50003;41.66283139;-0.895838785
4755;parques-y-jardines;50015;41.66286693;-0.87679596
4756;centros-de-tiempo-libre;50015;41.66290033;-0.871488116
4757;segunda-mano;50001;41.6629392;-0.863320495
4758;tiendas-alimentacion;50001;41.66295169;-0.898463383
4759;reciclaje-de-residuos;50011;41.66302784;-0.856879656
4760;zona-joven;50014;41.66304774;-0.862561558
4761;instalacion-deportiva-elemental;50014;41.66305478;-0.858772469
4762;centros-de-informacion;50003;41.66306509;-0.886139453
4763;instalacion-deportiva-elemental;50015;41.66308194;-0.887206404
4764;joyerias--relojerias--bisuteria;50001;41.66313774;-0.871959513
4765;reciclaje-de-residuos;50018;41.66317511;-0.885760519
4766;instalacion-deportiva-elemental;50018;41.66321732;-0.886693204
4767;estancos;50001;41.66322972;-0.860924854
4768;muebles;50001;41.66326104;-0.865409781
4769;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.66326327;-0.860525831
4770;panaderias--pastelerias;50001;41.66333112;-0.86100617
4771;centros-deportivos;50003;41.66342116;-0.899376889
4772;instalacion-deportiva-elemental;50018;41.66356434;-0.883896087
4773;educacion-primaria;50003;41.66357462;-0.899051331
4774;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.66359162;-0.889488935
4775;telecentros;50003;41.66359486;-0.906564575
4776;instalacion-deportiva-elemental;50003;41.66360933;-0.903014098
4777;supermercados-grandes;50001;41.66365468;-0.861685946
4778;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50018;41.66365939;-0.886069072
4779;empleo.-programas-formativos;50014;41.66368937;-0.867895168
4780;farmacias;50015;41.66368937;-0.867895168
4781;estancos;50001;41.66377295;-0.86083059
4782;mercados;50010;41.66378408;-0.91003027
4783;residencias;50018;41.66381418;-0.889763433
4784;salud-y-bienestar;50014;41.66384728;-0.856356056
4785;farmacias;50014;41.66384728;-0.856356056
4786;librerias--papelerias--quioscos-y-prensa;50001;41.66387655;-0.882355205
4787;automocion;50001;41.66397122;-0.86093428
4788;recambios-automovil-y-accesorios;50001;41.66397512;-0.885264583
4789;panaderias--pastelerias;50001;41.66399589;-0.872728025
4790;piscinas-de-verano;50003;41.66400657;-0.900055551
4791;residencias;50003;41.6640343;-0.903519644
4792;carnicerias--charcuterias;50001;41.66409134;-0.855752219
4793;alimentacion;50011;41.66414568;-0.931451783
4794;tiendas-alimentacion;50001;41.66414568;-0.931451783
4795;concesionarios-de-automoviles-y-motocicletas;50001;41.66415681;-0.860487817
4796;otros-productos;50001;41.66418426;-0.88859818
4797;concesionarios-de-automoviles-y-motocicletas;50001;41.66427565;-0.86478687
4798;panaderias--pastelerias;50001;41.66432408;-0.931875577
4799;centros-de-salud;50014;41.66433914;-0.858306857
4800;opticas--centros-auditivos--ortopedias;50001;41.66434382;-0.859475114
4801;panaderias--pastelerias;50001;41.66439581;-0.859321814
4802;droguerias;50001;41.6644415;-0.932159237
4803;parques-y-jardines;50018;41.66446171;-0.882863771
4804;instalacion-deportiva-elemental;50018;41.66454262;-0.891337313
4805;ferreterias--iluminacion--decoracion;50001;41.66461445;-0.873379535
4806;panaderias--pastelerias;50001;41.66467178;-0.855823025
4807;fruterias--verdulerias;50001;41.66470722;-0.88370369
4808;centros-documentacion;50018;41.66486003;-0.890931307
4809;apoyo-y-fomento;50015;41.66492024;-0.871169661
4810;carnicerias--charcuterias;50001;41.66494459;-0.883638138
4811;fruterias--verdulerias;50001;41.66496911;-0.874872224
4812;panaderias--pastelerias;50001;41.66498899;-0.888657263
4813;residencias;50018;41.6650224;-0.883095454
4814;transporte;50018;41.66505357;-0.888515343
4815;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.66505357;-0.888515343
4816;supermercados-pequenos;50001;41.66507121;-0.884155384
4817;salud-y-bienestar;50011;41.66507387;-0.933666786
4818;joyerias--relojerias--bisuteria;50001;41.66511713;-0.883856487
4819;centros-educativos;50015;41.66514123;-0.874288831
4820;ofimatica;50001;41.66526917;-0.934069512
4821;centros-educativos;50015;41.66527076;-0.869571571
4822;zona-joven--ies-;50015;41.66527076;-0.869571571
4823;alimentacion;50001;41.66536278;-0.889476564
4824;panaderias--pastelerias;50001;41.66540725;-0.888975451
4825;centros-educativos;50018;41.66541619;-0.881842164
4826;fruterias--verdulerias;50001;41.66547152;-0.856135058
4827;salud-y-bienestar;50018;41.66548579;-0.888764972
4828;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50018;41.66548579;-0.888764972
4829;salud-y-bienestar;50018;41.66558525;-0.886818208
4830;residencias;50015;41.66560322;-0.882030607
4831;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.66565123;-0.890866787
4832;panaderias--pastelerias;50001;41.66567485;-0.822927667
4833;piscinas-municipales;50016;41.66567601;-0.821621431
4834;educacion-para-adultos;50018;41.66569502;-0.89152969
4835;moda-y-complementos;50018;41.6656959;-0.89022922
4836;estancos;50001;41.6656959;-0.89022922
4837;libreria;50018;41.66576669;-0.888661379
4838;moda-mujer--hombre--infantil;50018;41.66578695;-0.888441153
4839;campos-de-futbol;50014;41.66582942;-0.86819312
4840;salud-y-bienestar;50018;41.66585717;-0.889820616
4841;cuadros--artesania--otros-articulos-del-hogar;50001;41.66585717;-0.889820616
4842;gestion-del-agua;50012;41.6658596;-0.92589432
4843;estancos;50001;41.66590441;-0.874676647
4844;panaderias--pastelerias;50001;41.66599274;-0.88804406
4845;salas-de-exposiciones;50011;41.66604547;-0.885981101
4846;pescaderias;50001;41.66606523;-0.828265441
4847;fruterias--verdulerias;50001;41.66606567;-0.824359422
4848;carnicerias--charcuterias;50001;41.66607356;-0.87246451
4849;panaderias--pastelerias;50001;41.66609677;-0.891082125
4850;infancia;50015;41.66610719;-0.872626994
4851;supermercados-pequenos;50001;41.66620803;-0.873913791
4852;instalacion-deportiva-elemental;50016;41.66632132;-0.830787452
4853;espacios-de-ocio-adheridos-al-protocolo-contra-agresiones-sexistas;50015;41.66632269;-0.872105334
4854;viviendas-tuteladas;50001;41.66632408;-0.872399202
4855;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50018;41.6663321;-0.889057516
4856;perfumeria-cosmetica;50001;41.6663575;-0.831959005
4857;bazares;50001;41.66639121;-0.89070076
4858;cristalerias--carpinterias--puertas--persianas...;50001;41.66642943;-0.874532765
4859;farmacias;50016;41.66657249;-0.83537197
4860;instalacion-deportiva-elemental;50016;41.66663399;-0.824883175
4861;escuela-infantil;50016;41.66664705;-0.826785428
4862;calzados--complementos--maletas;50001;41.66673496;-0.827337747
4863;carnicerias--charcuterias;50001;41.66674908;-0.829469863
4864;espacios-de-ocio-adheridos-al-protocolo-contra-agresiones-sexistas;50016;41.66674989;-0.830608739
4865;zona-joven;50016;41.66674989;-0.830608739
4866;juguetes--articulos-deporte;50001;41.66678169;-0.891797126
4867;panaderias--pastelerias;50001;41.66683835;-0.831324999
4868;estancos;50001;41.66684265;-0.828098277
4869;farmacias;50016;41.66686096;-0.831472938
4870;farmacias;50016;41.66686707;-0.827237091
4871;ocio-y-cultura;50016;41.66690975;-0.830794346
4872;moda-mujer--hombre--infantil;50001;41.66691857;-0.83186197
4873;supermercados-pequenos;50001;41.66693033;-0.829124331
4874;librerias--papelerias--quioscos-y-prensa;50016;41.66694158;-0.832007734
4875;juguetes--articulos-deporte;50001;41.66694792;-0.830402818
4876;proteccion-civil;50015;41.6669622;-0.875371632
4877;lencerias;50001;41.6669661;-0.828568088
4878;bazares;50001;41.66697062;-0.828459475
4879;supermercados-pequenos;50001;41.66698105;-0.828658391
4880;empleo.-programas-formativos;50018;41.66699103;-0.893614451
4881;ferreterias--iluminacion--decoracion;50001;41.66707762;-0.832925992
4882;moda-y-complementos;50016;41.66708235;-0.83183593
4883;lencerias;50001;41.66708235;-0.83183593
4884;joyerias--relojerias--bisuteria;50001;41.6671165;-0.83206576
4885;campos-de-futbol;50018;41.667129;-0.894448343
4886;productos-ecologicos;50016;41.66712954;-0.818262799
4887;panaderias--pastelerias;50001;41.66714089;-0.832236342
4888;supermercados-grandes;50001;41.66718735;-0.915147584
4889;educacion-primaria;50015;41.66719322;-0.872725615
4890;carnicerias--charcuterias;50001;41.66721858;-0.884036483
4891;instalacion-deportiva-elemental;50016;41.66728167;-0.824381141
4892;tiendas-alimentacion;50001;41.66729612;-0.877760396
4893;supermercados-grandes;50001;41.66730774;-0.827013023
4894;panaderias--pastelerias;50001;41.66733016;-0.833479525
4895;juguetes--articulos-deporte;50001;41.66733668;-0.885465091
4896;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50018;41.66733824;-0.885994983
4897;calzados--complementos--maletas;50001;41.66738097;-0.829208271
4898;moda-mujer--hombre--infantil;50001;41.66744817;-0.887578331
4899;pescaderias;50001;41.66745994;-0.834443525
4900;herboristerias--dieteticas;50001;41.6674631;-0.830947155
4901;fruterias--verdulerias;50001;41.66747604;-0.830611964
4902;material-construccion--saneamiento...;50001;41.6674984;-0.834252695
4903;ferreterias--iluminacion--decoracion;50001;41.66752811;-0.892251287
4904;fruterias--verdulerias;50001;41.66756588;-0.891350637
4905;galerias-de-arte;50018;41.6675744;-0.888951794
4906;cristalerias--carpinterias--puertas--persianas...;50001;41.66761159;-0.824742856
4907;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.66762488;-0.835496194
4908;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50018;41.66764661;-0.892887629
4909;instalacion-deportiva-elemental;50018;41.66764974;-0.898882448
4910;escuela-infantil;50018;41.66767545;-0.910061893
4911;deporte;50018;41.66767545;-0.910061893
4912;museos;50018;41.66768961;-0.909860362
4913;farmacias;50015;41.66770309;-0.877174552
4914;zona-joven--educacion-especial-;50018;41.66773184;-0.89370439
4915;panaderias--pastelerias;50001;41.66774581;-0.891462232
4916;moda-mujer--hombre--infantil;50001;41.66774884;-0.831707846
4917;moda-mujer--hombre--infantil;50001;41.66775418;-0.835795147
4918;opticas--centros-auditivos--ortopedias;50001;41.66778407;-0.834853772
4919;panaderias--pastelerias;50001;41.66781286;-0.825412076
4920;cuadros--artesania--otros-articulos-del-hogar;50001;41.66783484;-0.884033701
4921;centros-de-formacion-musical;50018;41.66783666;-0.884273991
4922;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50018;41.66783849;-0.884500348
4923;herboristerias--dieteticas;50001;41.66784487;-0.885496732
4924;material-construccion--saneamiento...;50001;41.66787442;-0.865589729
4925;electrodomesticos--electronica--moviles--mobiliario-cocina...;50001;41.66790825;-0.834867024
4926;centros-de-atencion;50015;41.667954;-0.878211662
4927;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.66800615;-0.889347869
4928;empresas;50018;41.66800938;-0.888181444
4929;farmacias;50015;41.66801568;-0.890920106
4930;zona-joven--ies-;50018;41.66805603;-0.893913143
4931;calzados--complementos--maletas;50001;41.66807197;-0.891729286
4932;viviendas-tuteladas;50015;41.66807893;-0.872838885
4933;tiendas-alimentacion;50001;41.66808266;-0.884862542
4934;instalacion-deportiva-elemental;50016;41.66813996;-0.83381053
4935;instalacion-deportiva-elemental;50016;41.6681697;-0.833477655
4936;fruterias--verdulerias;50001;41.66817329;-0.882816408
4937;librerias--papelerias--quioscos-y-prensa;50001;41.66818467;-0.891804642
4938;panaderias--pastelerias;50001;41.66818521;-0.889470899
4939;ferreterias--iluminacion--decoracion;50001;41.66824354;-0.834894816
4940;herboristerias--dieteticas;50001;41.66833043;-0.891031621
4941;carnicerias--charcuterias;50001;41.66833538;-0.824531088
4942;alimentacion;50015;41.66835543;-0.876930767
4943;concesionarios-de-automoviles-y-motocicletas;50001;41.66836366;-0.850989957
4944;ferreterias--iluminacion--decoracion;50001;41.66836674;-0.877839672
4945;juguetes--articulos-deporte;50018;41.66841402;-0.884183601
4946;cristalerias--carpinterias--puertas--persianas...;50001;41.66841436;-0.834897855
4947;transporte;50001;41.66846762;-0.883275688
4948;librerias--papelerias--quioscos-y-prensa;50001;41.66847936;-0.885696603
4949;carnicerias--charcuterias;50001;41.66853392;-0.876895949
4950;centros-deportivos;50018;41.66855311;-0.895982146
4951;farmacias;50018;41.66855728;-0.885262114
4952;panaderias--pastelerias;50001;41.66856078;-0.882930543
4953;bazares;50001;41.668565;-0.884864756
4954;librerias--papelerias--quioscos-y-prensa;50001;41.66856541;-0.834793454
4955;textil-hogar;50001;41.66857171;-0.883782289
4956;centros-educativos;50014;41.66859774;-0.844154425
4957;empresas;50014;41.66860485;-0.866360628
4958;ferreterias--iluminacion--decoracion;50001;41.66861063;-0.83489908
4959;cuadros--artesania--otros-articulos-del-hogar;50001;41.66866174;-0.88449403
4960;fruterias--verdulerias;50001;41.66880385;-0.892736106
4961;centros-deportivos;50015;41.66886849;-0.874475524
4962;ferreterias--iluminacion--decoracion;50001;41.66888965;-0.876928573
4963;librerias--papelerias--quioscos-y-prensa;50001;41.66889204;-0.837587211
4964;parques-y-jardines;50015;41.66892705;-0.881479291
4965;justicia;50018;41.66893233;-0.896770847
4966;librerias--papelerias--quioscos-y-prensa;50001;41.66893914;-0.887815663
4967;librerias--papelerias--quioscos-y-prensa;50001;41.66896855;-0.891546977
4968;moda-mujer--hombre--infantil;50001;41.66897396;-0.833696542
4969;moda-mujer--hombre--infantil;50001;41.66899638;-0.837737706
4970;juguetes--articulos-deporte;50001;41.6690018;-0.890641048
4971;librerias--papelerias--quioscos-y-prensa;50001;41.66900558;-0.893741268
4972;supermercados-medianos;50001;41.66903631;-0.877831714
4973;transporte;50015;41.66905225;-0.875513772
4974;alimentacion;50018;41.66908436;-0.88776839
4975;cristalerias--carpinterias--puertas--persianas...;50001;41.66908436;-0.88776839
4976;calzados--complementos--maletas;50001;41.66908876;-0.837870223
4977;fruterias--verdulerias;50001;41.66909782;-0.83324423
4978;antenas-en-centros-educativos-y-juveniles;50015;41.66910252;-0.872775729
4979;textil-hogar;50001;41.66915942;-0.884263312
4980;fruterias--verdulerias;50001;41.66916683;-0.877067682
4981;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50018;41.6691718;-0.887616223
4982;material-construccion--saneamiento...;50001;41.6692296;-0.838615635
4983;floristerias--viveros--semillas--clinicas-veterinaria;50018;41.66927457;-0.887435446
4984;formacion-profesional;50014;41.66930565;-0.843823765
4985;zona-joven--ies-;50014;41.66930565;-0.843823765
4986;supermercados-grandes;50001;41.6693091;-0.89321594
4987;empleo.-programas-formativos;50014;41.66931602;-0.856290502
4988;otros-organismos;50018;41.6693231;-0.899667968
4989;centros-educativos;50018;41.66932335;-0.894488963
4990;parques-y-jardines;50018;41.66933767;-0.892461509
4991;supermercados-grandes;50001;41.66934618;-0.885112309
4992;estancos;50001;41.66943363;-0.877351875
4993;panaderias--pastelerias;50001;41.66944225;-0.877969477
4994;centro-comercial;50015;41.66953359;-0.889629094
4995;escuela-infantil;50016;41.66959027;-0.839111296
4996;muebles;50001;41.66959027;-0.839111296
4997;educacion-secundaria;50018;41.66960087;-0.882931868
4998;tecnicas-deportivas;50018;41.66960087;-0.882931868
4999;juguetes--articulos-deporte;50001;41.66962987;-0.838076479
5000;cuadros--artesania--otros-articulos-del-hogar;50001;41.66964806;-0.893690036
5001;libreria;50015;41.66971361;-0.877925242
5002;parque-empresarial;50014;41.66971584;-0.854257078
5003;ocio-y-cultura;50018;41.66973801;-0.890990081
5004;centros-deportivos;50015;41.66975214;-0.878513877
5005;carnicerias--charcuterias;50001;41.66975936;-0.877350173
5006;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50018;41.669772;-0.87661163
5007;farmacias;50018;41.6698008;-0.890902625
5008;centros-educativos;50016;41.6698616;-0.830255885
5009;librerias--papelerias--quioscos-y-prensa;50001;41.66987453;-0.883432797
5010;puntos-de-recogida-urbana-de-aceite-vegetal-usado;50011;41.66988704;-0.839542315
5011;calzados--complementos--maletas;50001;41.66989813;-0.888318813
5012;muebles;50001;41.66989873;-0.88701058
5013;instalacion-deportiva-elemental;50018;41.66989898;-0.89530117
5014;residencias;50016;41.66990031;-0.824577447
5015;floristerias--viveros--semillas--clinicas-veterinaria;50001;41.66990033;-0.825339114
5016;salud-y-bienestar;50018;41.66991154;-0.887221931
5017;herboristerias--dieteticas;50001;41.6699734;-0.877114189
5018;instalacion-deportiva-elemental;50016;41.66998984;-0.824872443
5019;farmacias;50015;41.67001329;-0.883929504
5020;instalacion-deportiva-elemental;50014;41.67002556;-0.842885378
5021;empresas;50018;41.6700315;-0.892999933
